dish_id,image_path,cal_label
1551236159,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551236159\frames_sampled30\camera_A_frame_001.jpeg,low
1551236417,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551236417\frames_sampled30\camera_A_frame_001.jpeg,low
1551236466,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551236466\frames_sampled30\camera_A_frame_001.jpeg,low
1551236495,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551236495\frames_sampled30\camera_A_frame_001.jpeg,low
1551236521,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551236521\frames_sampled30\camera_A_frame_001.jpeg,medium
1551236550,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551236550\frames_sampled30\camera_A_frame_001.jpeg,medium
1551236621,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551236621\frames_sampled30\camera_A_frame_001.jpeg,low
1551236657,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551236657\frames_sampled30\camera_A_frame_001.jpeg,low
1551236712,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551236712\frames_sampled30\camera_A_frame_001.jpeg,low
1551236775,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551236775\frames_sampled30\camera_A_frame_001.jpeg,low
1551236827,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551236827\frames_sampled30\camera_A_frame_001.jpeg,low
1551236949,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551236949\frames_sampled30\camera_A_frame_001.jpeg,low
1551236981,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551236981\frames_sampled30\camera_A_frame_001.jpeg,low
1551237016,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237016\frames_sampled30\camera_A_frame_001.jpeg,low
1551237046,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237046\frames_sampled30\camera_A_frame_001.jpeg,medium
1551237079,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237079\frames_sampled30\camera_A_frame_001.jpeg,medium
1551237180,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237180\frames_sampled30\camera_A_frame_001.jpeg,low
1551237231,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237231\frames_sampled30\camera_A_frame_001.jpeg,low
1551237274,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237274\frames_sampled30\camera_A_frame_001.jpeg,low
1551237321,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237321\frames_sampled30\camera_A_frame_001.jpeg,low
1551237348,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237348\frames_sampled30\camera_A_frame_001.jpeg,low
1551237436,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237436\frames_sampled30\camera_A_frame_001.jpeg,low
1551237463,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237463\frames_sampled30\camera_A_frame_001.jpeg,low
1551237498,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237498\frames_sampled30\camera_A_frame_001.jpeg,low
1551237527,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237527\frames_sampled30\camera_A_frame_001.jpeg,low
1551237558,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237558\frames_sampled30\camera_A_frame_001.jpeg,low
1551237607,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237607\frames_sampled30\camera_A_frame_001.jpeg,low
1551237710,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237710\frames_sampled30\camera_A_frame_001.jpeg,low
1551237778,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237778\frames_sampled30\camera_A_frame_001.jpeg,low
1551237814,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237814\frames_sampled30\camera_A_frame_001.jpeg,medium
1551237854,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551237854\frames_sampled30\camera_A_frame_001.jpeg,medium
1551303168,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551303168\frames_sampled30\camera_A_frame_001.jpeg,low
1551303285,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551303285\frames_sampled30\camera_A_frame_001.jpeg,low
1551303338,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551303338\frames_sampled30\camera_A_frame_001.jpeg,low
1551303437,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551303437\frames_sampled30\camera_A_frame_001.jpeg,low
1551303476,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551303476\frames_sampled30\camera_A_frame_001.jpeg,low
1551303644,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551303644\frames_sampled30\camera_A_frame_001.jpeg,low
1551303727,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551303727\frames_sampled30\camera_A_frame_001.jpeg,low
1551303770,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551303770\frames_sampled30\camera_A_frame_001.jpeg,low
1551303822,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551303822\frames_sampled30\camera_A_frame_001.jpeg,low
1551303866,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551303866\frames_sampled30\camera_A_frame_001.jpeg,low
1551303912,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551303912\frames_sampled30\camera_A_frame_001.jpeg,low
1551303984,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551303984\frames_sampled30\camera_A_frame_001.jpeg,low
1551304110,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551304110\frames_sampled30\camera_A_frame_001.jpeg,low
1551304155,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551304155\frames_sampled30\camera_A_frame_001.jpeg,low
1551304197,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551304197\frames_sampled30\camera_A_frame_001.jpeg,low
1551304349,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551304349\frames_sampled30\camera_A_frame_001.jpeg,low
1551304456,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551304456\frames_sampled30\camera_A_frame_001.jpeg,low
1551304571,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551304571\frames_sampled30\camera_A_frame_001.jpeg,low
1551304608,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551304608\frames_sampled30\camera_A_frame_001.jpeg,low
1551304741,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551304741\frames_sampled30\camera_A_frame_001.jpeg,low
1551304854,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551304854\frames_sampled30\camera_A_frame_001.jpeg,low
1551304973,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551304973\frames_sampled30\camera_A_frame_001.jpeg,low
1551305168,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551305168\frames_sampled30\camera_A_frame_001.jpeg,low
1551305209,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551305209\frames_sampled30\camera_A_frame_001.jpeg,low
1551305257,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551305257\frames_sampled30\camera_A_frame_001.jpeg,low
1551305410,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551305410\frames_sampled30\camera_A_frame_001.jpeg,low
1551306241,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551306241\frames_sampled30\camera_A_frame_001.jpeg,low
1551306290,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551306290\frames_sampled30\camera_A_frame_001.jpeg,low
1551306339,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551306339\frames_sampled30\camera_A_frame_001.jpeg,low
1551306375,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551306375\frames_sampled30\camera_A_frame_001.jpeg,low
1551306452,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551306452\frames_sampled30\camera_A_frame_001.jpeg,low
1551306491,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551306491\frames_sampled30\camera_A_frame_001.jpeg,low
1551306561,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551306561\frames_sampled30\camera_A_frame_001.jpeg,low
1551306647,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551306647\frames_sampled30\camera_A_frame_001.jpeg,low
1551306691,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551306691\frames_sampled30\camera_A_frame_001.jpeg,low
1551306798,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551306798\frames_sampled30\camera_A_frame_001.jpeg,low
1551306860,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551306860\frames_sampled30\camera_A_frame_001.jpeg,low
1551306958,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551306958\frames_sampled30\camera_A_frame_001.jpeg,low
1551307013,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551307013\frames_sampled30\camera_A_frame_001.jpeg,low
1551307090,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551307090\frames_sampled30\camera_A_frame_001.jpeg,low
1551307170,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551307170\frames_sampled30\camera_A_frame_001.jpeg,low
1551307258,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551307258\frames_sampled30\camera_A_frame_001.jpeg,low
1551307325,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551307325\frames_sampled30\camera_A_frame_001.jpeg,low
1551307361,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551307361\frames_sampled30\camera_A_frame_001.jpeg,low
1551307394,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551307394\frames_sampled30\camera_A_frame_001.jpeg,low
1551313782,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551313782\frames_sampled30\camera_A_frame_001.jpeg,low
1551313822,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551313822\frames_sampled30\camera_A_frame_001.jpeg,low
1551313872,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551313872\frames_sampled30\camera_A_frame_001.jpeg,low
1551313896,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551313896\frames_sampled30\camera_A_frame_001.jpeg,low
1551313924,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551313924\frames_sampled30\camera_A_frame_001.jpeg,low
1551314022,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314022\frames_sampled30\camera_A_frame_001.jpeg,low
1551314048,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314048\frames_sampled30\camera_A_frame_001.jpeg,low
1551314095,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314095\frames_sampled30\camera_A_frame_001.jpeg,low
1551314121,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314121\frames_sampled30\camera_A_frame_001.jpeg,low
1551314163,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314163\frames_sampled30\camera_A_frame_001.jpeg,low
1551314254,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314254\frames_sampled30\camera_A_frame_001.jpeg,low
1551314290,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314290\frames_sampled30\camera_A_frame_001.jpeg,low
1551314337,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314337\frames_sampled30\camera_A_frame_001.jpeg,low
1551314360,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314360\frames_sampled30\camera_A_frame_001.jpeg,low
1551314390,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314390\frames_sampled30\camera_A_frame_001.jpeg,low
1551314442,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314442\frames_sampled30\camera_A_frame_001.jpeg,low
1551314496,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314496\frames_sampled30\camera_A_frame_001.jpeg,low
1551314531,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314531\frames_sampled30\camera_A_frame_001.jpeg,low
1551314560,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314560\frames_sampled30\camera_A_frame_001.jpeg,low
1551314589,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314589\frames_sampled30\camera_A_frame_001.jpeg,low
1551314669,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314669\frames_sampled30\camera_A_frame_001.jpeg,low
1551314810,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314810\frames_sampled30\camera_A_frame_001.jpeg,low
1551314855,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314855\frames_sampled30\camera_A_frame_001.jpeg,low
1551314927,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314927\frames_sampled30\camera_A_frame_001.jpeg,low
1551314967,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551314967\frames_sampled30\camera_A_frame_001.jpeg,low
1551316737,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551316737\frames_sampled30\camera_A_frame_001.jpeg,low
1551316788,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551316788\frames_sampled30\camera_A_frame_001.jpeg,low
1551316838,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551316838\frames_sampled30\camera_A_frame_001.jpeg,low
1551316878,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551316878\frames_sampled30\camera_A_frame_001.jpeg,low
1551317350,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551317350\frames_sampled30\camera_A_frame_001.jpeg,low
1551317449,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551317449\frames_sampled30\camera_A_frame_001.jpeg,low
1551317508,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551317508\frames_sampled30\camera_A_frame_001.jpeg,low
1551317589,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551317589\frames_sampled30\camera_A_frame_001.jpeg,low
1551317628,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551317628\frames_sampled30\camera_A_frame_001.jpeg,low
1551317743,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551317743\frames_sampled30\camera_A_frame_001.jpeg,low
1551317998,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551317998\frames_sampled30\camera_A_frame_001.jpeg,low
1551318068,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551318068\frames_sampled30\camera_A_frame_001.jpeg,low
1551318183,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551318183\frames_sampled30\camera_A_frame_001.jpeg,low
1551318377,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551318377\frames_sampled30\camera_A_frame_001.jpeg,low
1551318422,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551318422\frames_sampled30\camera_A_frame_001.jpeg,low
1551318504,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551318504\frames_sampled30\camera_A_frame_001.jpeg,low
1551318543,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551318543\frames_sampled30\camera_A_frame_001.jpeg,low
1551318603,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551318603\frames_sampled30\camera_A_frame_001.jpeg,low
1551318673,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551318673\frames_sampled30\camera_A_frame_001.jpeg,low
1551318716,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551318716\frames_sampled30\camera_A_frame_001.jpeg,low
1551319895,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551319895\frames_sampled30\camera_A_frame_001.jpeg,low
1551320684,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551320684\frames_sampled30\camera_A_frame_001.jpeg,low
1551321715,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551321715\frames_sampled30\camera_A_frame_001.jpeg,low
1551321757,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551321757\frames_sampled30\camera_A_frame_001.jpeg,low
1551321793,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551321793\frames_sampled30\camera_A_frame_001.jpeg,low
1551322577,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551322577\frames_sampled30\camera_A_frame_001.jpeg,low
1551322652,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551322652\frames_sampled30\camera_A_frame_001.jpeg,low
1551322714,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551322714\frames_sampled30\camera_A_frame_001.jpeg,low
1551322755,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551322755\frames_sampled30\camera_A_frame_001.jpeg,low
1551322804,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551322804\frames_sampled30\camera_A_frame_001.jpeg,low
1551322890,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551322890\frames_sampled30\camera_A_frame_001.jpeg,low
1551322934,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551322934\frames_sampled30\camera_A_frame_001.jpeg,low
1551322988,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551322988\frames_sampled30\camera_A_frame_001.jpeg,low
1551323035,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323035\frames_sampled30\camera_A_frame_001.jpeg,low
1551323073,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323073\frames_sampled30\camera_A_frame_001.jpeg,low
1551323219,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323219\frames_sampled30\camera_A_frame_001.jpeg,low
1551323262,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323262\frames_sampled30\camera_A_frame_001.jpeg,low
1551323309,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323309\frames_sampled30\camera_A_frame_001.jpeg,low
1551323342,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323342\frames_sampled30\camera_A_frame_001.jpeg,low
1551323381,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323381\frames_sampled30\camera_A_frame_001.jpeg,low
1551323433,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323433\frames_sampled30\camera_A_frame_001.jpeg,low
1551323487,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323487\frames_sampled30\camera_A_frame_001.jpeg,low
1551323574,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323574\frames_sampled30\camera_A_frame_001.jpeg,low
1551323618,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323618\frames_sampled30\camera_A_frame_001.jpeg,low
1551323662,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323662\frames_sampled30\camera_A_frame_001.jpeg,low
1551323794,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323794\frames_sampled30\camera_A_frame_001.jpeg,low
1551323866,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323866\frames_sampled30\camera_A_frame_001.jpeg,low
1551323937,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323937\frames_sampled30\camera_A_frame_001.jpeg,low
1551323969,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551323969\frames_sampled30\camera_A_frame_001.jpeg,low
1551324010,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551324010\frames_sampled30\camera_A_frame_001.jpeg,low
1551324079,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551324079\frames_sampled30\camera_A_frame_001.jpeg,low
1551324180,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551324180\frames_sampled30\camera_A_frame_001.jpeg,low
1551324246,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551324246\frames_sampled30\camera_A_frame_001.jpeg,low
1551324284,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551324284\frames_sampled30\camera_A_frame_001.jpeg,low
1551324331,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551324331\frames_sampled30\camera_A_frame_001.jpeg,low
1551373181,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551373181\frames_sampled30\camera_A_frame_001.jpeg,low
1551373253,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551373253\frames_sampled30\camera_A_frame_001.jpeg,low
1551373647,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551373647\frames_sampled30\camera_A_frame_001.jpeg,low
1551373738,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551373738\frames_sampled30\camera_A_frame_001.jpeg,low
1551373813,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551373813\frames_sampled30\camera_A_frame_001.jpeg,low
1551374021,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1551374021\frames_sampled30\camera_A_frame_001.jpeg,low
